TradeDate,Currency,Ticker,OptionType,TradedStockPrice,NumOptions,Strike,ExpiryDate
2013-12-04,USD,CALL,XRX,29.196309999999997,950,30,2014-11-29
2013-12-04,USD,PUT,AAPL,80.714287,880,84,2014-11-29
2013-12-04,USD,CALL,XRX,29.196309999999997,840,29,2014-11-29
2013-12-04,USD,CALL,BA,131.5,970,129,2014-11-29
2013-12-04,USD,PUT,FB,48.619999,920,48,2014-06-02
2013-12-05,USD,CALL,BA,132.729996,490,126,2014-11-30
2013-12-06,USD,CALL,XRX,29.72332,930,29,2014-06-04
2013-12-06,USD,PUT,BA,135.179993,20,129,2014-12-01
2013-12-06,USD,PUT,AAPL,80.002853,970,80,2014-03-06
2013-12-06,USD,PUT,AMZN,386.950012,850,375,2014-12-01
2013-12-06,USD,PUT,AAPL,80.002853,780,81,2014-03-06
2013-12-06,USD,PUT,MSFT,38.360001000000004,280,36,2014-12-01
2013-12-06,USD,CALL,CHK,25.052034,90,23,2014-03-06
2013-12-09,USD,PUT,XRX,30.144928000000004,180,29,2014-06-07
2013-12-09,USD,PUT,CHK,24.957426,930,25,2014-06-07
2013-12-09,USD,CALL,CHK,24.957426,260,25,2014-12-04
2013-12-09,USD,PUT,AMZN,384.890015,350,380,2014-06-07
2013-12-09,USD,CALL,CHK,24.957426,790,25,2014-03-09
2013-12-09,USD,CALL,CHK,24.957426,350,26,2014-12-04
2013-12-09,USD,PUT,BA,134.679993,300,132,2014-12-04
2013-12-10,USD,PUT,BA,133.699997,850,139,2014-03-10
2013-12-11,USD,CALL,FB,49.380001,10,48,2014-03-11
2013-12-11,USD,PUT,BA,132.559998,10,137,2014-03-11
2013-12-11,USD,PUT,FB,49.380001,560,48,2014-06-09
2013-12-11,USD,CALL,AMZN,382.190002,330,399,2014-03-11
2013-12-11,USD,CALL,BA,132.559998,540,130,2014-06-09
2013-12-11,USD,PUT,AAPL,80.194283,960,77,2014-12-06
2013-12-12,USD,CALL,BA,132.96000700000002,840,136,2014-12-07
2013-12-12,USD,PUT,CHK,25.288553,440,24,2014-06-10
2013-12-12,USD,CALL,AMZN,381.25,430,373,2014-06-10
2013-12-12,USD,PUT,AMZN,381.25,730,396,2014-06-10
2013-12-12,USD,PUT,XRX,29.512515999999998,240,30,2014-12-07
2013-12-12,USD,PUT,MSFT,37.220001,70,36,2014-06-10
2013-12-12,USD,CALL,CHK,25.288553,280,25,2014-12-07
2013-12-13,USD,PUT,CHK,25.543993,550,24,2014-12-08
2013-12-13,USD,PUT,MSFT,36.689999,260,37,2014-12-08
2013-12-13,USD,CALL,XRX,29.855071999999996,200,30,2014-12-08
2013-12-13,USD,CALL,FB,53.32,690,51,2014-12-08
2013-12-13,USD,CALL,AMZN,384.23999,480,395,2014-03-13
2013-12-13,USD,PUT,AAPL,79.204285,750,75,2014-06-11
2013-12-16,USD,PUT,CHK,25.326395,660,24,2014-06-14
2013-12-16,USD,PUT,CHK,25.326395,600,26,2014-06-14
2013-12-16,USD,CALL,AMZN,388.97000099999997,470,399,2014-06-14
2013-12-16,USD,PUT,AMZN,388.97000099999997,890,402,2014-06-14
2013-12-16,USD,PUT,BA,134.720001,870,128,2014-12-11
2013-12-17,USD,PUT,MSFT,36.52,430,35,2014-03-17
2013-12-17,USD,CALL,XRX,30.27668,790,29,2014-03-17
2013-12-18,USD,CALL,FB,55.57,340,57,2014-03-18
2013-12-18,USD,CALL,AAPL,78.681427,120,78,2014-06-16
2013-12-18,USD,PUT,AAPL,78.681427,70,79,2014-12-13
2013-12-18,USD,CALL,AAPL,78.681427,10,76,2014-12-13
2013-12-18,USD,CALL,AAPL,78.681427,170,77,2014-03-18
2013-12-19,USD,CALL,XRX,31.040844,910,32,2014-12-14
2013-12-19,USD,CALL,AAPL,77.779999,120,75,2014-06-17
2013-12-19,USD,CALL,CHK,25.742668,310,26,2014-06-17
2013-12-19,USD,PUT,AMZN,395.190002,730,376,2014-03-19
2013-12-19,USD,CALL,BA,135.169998,50,128,2014-03-19
2013-12-19,USD,PUT,AAPL,77.779999,250,79,2014-06-17
2013-12-20,USD,PUT,CHK,25.64806,150,24,2014-03-20
2013-12-23,USD,PUT,CHK,25.950804,960,25,2014-06-21
2013-12-23,USD,CALL,BA,136.399994,470,130,2014-12-18
2013-12-23,USD,CALL,CHK,25.950804,670,25,2014-12-18
2013-12-23,USD,PUT,BA,136.399994,680,142,2014-12-18
2013-12-23,USD,CALL,FB,57.77,810,55,2014-12-18
2013-12-24,USD,PUT,AMZN,399.200012,340,386,2014-06-22
2013-12-24,USD,PUT,MSFT,37.080002,550,38,2014-03-24
2013-12-26,USD,PUT,BA,138.270004,540,139,2014-06-24
2013-12-26,USD,PUT,BA,138.270004,660,132,2014-03-26
2013-12-26,USD,CALL,AAPL,80.557144,650,79,2014-12-21
2013-12-26,USD,CALL,AAPL,80.557144,900,81,2014-12-21
2013-12-26,USD,PUT,BA,138.270004,270,138,2014-06-24
2013-12-26,USD,CALL,MSFT,37.439999,140,36,2014-03-26
2013-12-27,USD,PUT,BA,136.899994,780,135,2014-12-22
2013-12-27,USD,CALL,CHK,26.007568,210,24,2014-12-22
2013-12-27,USD,PUT,CHK,26.007568,740,26,2014-03-27
2013-12-27,USD,PUT,AAPL,80.012856,930,83,2014-03-27
2013-12-27,USD,PUT,MSFT,37.290001000000004,90,36,2014-12-22
2013-12-27,USD,CALL,BA,136.899994,80,140,2014-03-27
2013-12-27,USD,PUT,AMZN,398.079987,790,413,2014-03-27
2013-12-27,USD,CALL,AMZN,398.079987,30,388,2014-03-27
2013-12-30,USD,CALL,XRX,32.015812,900,31,2014-03-30
2013-12-30,USD,PUT,AMZN,393.369995,320,402,2014-12-25
2013-12-30,USD,CALL,CHK,25.591295000000002,770,26,2014-12-25
2013-12-30,USD,PUT,AAPL,79.21714,320,80,2014-06-28
2013-12-30,USD,PUT,FB,53.709998999999996,790,55,2014-06-28
2013-12-30,USD,PUT,XRX,32.015812,460,32,2014-06-28
2013-12-30,USD,CALL,FB,53.709998999999996,540,51,2014-12-25
2013-12-30,USD,CALL,AMZN,393.369995,780,393,2014-12-25
2013-12-31,USD,CALL,CHK,25.676443,800,26,2014-12-26
2013-12-31,USD,PUT,BA,136.490005,700,137,2014-12-26
2013-12-31,USD,CALL,MSFT,37.41,630,37,2014-12-26
2013-12-31,USD,CALL,CHK,25.676443,120,25,2014-03-31
2013-12-31,USD,PUT,XRX,32.068512,980,32,2014-06-29
2013-12-31,USD,PUT,XRX,32.068512,90,32,2014-06-29
2013-12-31,USD,CALL,AMZN,398.790009,600,382,2014-12-26
2014-01-02,USD,PUT,MSFT,37.16,480,38,2014-04-02
2014-01-03,USD,PUT,FB,54.560001,490,56,2014-04-03
2014-01-03,USD,PUT,XRX,31.594202000000003,380,32,2014-07-02
2014-01-03,USD,PUT,AAPL,77.28286,100,80,2014-04-03
2014-01-03,USD,CALL,FB,54.560001,510,54,2014-12-29
2014-01-03,USD,PUT,AAPL,77.28286,810,79,2014-07-02
2014-01-03,USD,PUT,AMZN,396.440002,480,414,2014-12-29
2014-01-03,USD,PUT,CHK,24.99527,430,26,2014-12-29
2014-01-06,USD,CALL,XRX,31.857708000000002,230,30,2015-01-01
2014-01-06,USD,PUT,XRX,31.857708000000002,930,30,2014-04-06
2014-01-06,USD,PUT,MSFT,36.130001,80,37,2014-07-05
2014-01-07,USD,CALL,AAPL,77.148575,820,78,2014-07-06
2014-01-07,USD,PUT,XRX,32.121212,600,32,2015-01-02
2014-01-07,USD,CALL,BA,140.509995,650,138,2014-04-07
2014-01-07,USD,CALL,AMZN,398.02999900000003,620,413,2014-07-06
2014-01-07,USD,PUT,AMZN,398.02999900000003,540,379,2014-07-06
2014-01-07,USD,PUT,MSFT,36.41,860,36,2015-01-02
2014-01-07,USD,CALL,AMZN,398.02999900000003,550,409,2014-04-07
2014-01-08,USD,PUT,MSFT,35.759997999999996,230,36,2015-01-03
2014-01-08,USD,CALL,AAPL,77.637146,570,80,2014-04-08
2014-01-08,USD,CALL,BA,140.820007,680,144,2015-01-03
2014-01-08,USD,CALL,MSFT,35.759997999999996,620,34,2015-01-03
2014-01-08,USD,PUT,FB,58.23,590,57,2015-01-03
2014-01-08,USD,PUT,MSFT,35.759997999999996,0,34,2015-01-03
2014-01-08,USD,CALL,AAPL,77.637146,350,78,2014-07-07
2014-01-08,USD,PUT,XRX,31.831358,600,32,2014-04-08
2014-01-08,USD,CALL,CHK,24.456007,350,24,2014-07-07
2014-01-09,USD,CALL,CHK,24.228951000000002,690,23,2015-01-04
2014-01-10,USD,CALL,XRX,31.594202000000003,760,32,2014-07-09
2014-01-10,USD,CALL,AAPL,76.13428499999999,150,73,2015-01-05
2014-01-13,USD,CALL,BA,140.699997,20,140,2015-01-08
2014-01-13,USD,PUT,CHK,23.793756,800,24,2015-01-08
2014-01-13,USD,CALL,XRX,32.173912,940,32,2015-01-08
2014-01-13,USD,CALL,CHK,23.793756,30,24,2015-01-08
2014-01-14,USD,PUT,AMZN,397.540009,600,399,2015-01-09
2014-01-14,USD,CALL,FB,57.740002000000004,160,58,2015-01-09
2014-01-14,USD,PUT,MSFT,35.779999,310,35,2014-04-14
2014-01-14,USD,CALL,FB,57.740002000000004,920,56,2014-04-14
2014-01-15,USD,CALL,AMZN,395.869995,230,411,2014-04-15
2014-01-16,USD,PUT,AAPL,79.178574,430,80,2014-04-16
2014-01-16,USD,PUT,CHK,24.541155,290,24,2014-04-16
2014-01-16,USD,PUT,AMZN,395.799988,370,406,2015-01-11
2014-01-16,USD,PUT,XRX,32.779971999999994,140,31,2014-07-15
2014-01-16,USD,CALL,BA,140.21000700000002,470,144,2015-01-11
2014-01-16,USD,CALL,AAPL,79.178574,600,75,2014-04-16
2014-01-16,USD,PUT,XRX,32.779971999999994,260,31,2014-07-15
2014-01-16,USD,CALL,BA,140.21000700000002,230,133,2015-01-11
2014-01-17,USD,CALL,AMZN,399.609985,600,397,2015-01-12
2014-01-17,USD,PUT,AAPL,77.238571,520,76,2015-01-12
2014-01-17,USD,CALL,AMZN,399.609985,680,414,2015-01-12
2014-01-17,USD,CALL,MSFT,36.380001,620,35,2014-07-16
2014-01-17,USD,CALL,AAPL,77.238571,660,76,2014-04-17
2014-01-17,USD,PUT,FB,56.299999,700,54,2015-01-12
2014-01-21,USD,CALL,XRX,31.989459999999998,510,32,2014-04-21
2014-01-21,USD,CALL,XRX,31.989459999999998,920,32,2014-04-21
2014-01-21,USD,PUT,AAPL,78.438568,780,77,2014-07-20
2014-01-21,USD,CALL,XRX,31.989459999999998,580,31,2014-07-20
2014-01-21,USD,PUT,AAPL,78.438568,150,77,2015-01-16
2014-01-21,USD,CALL,BA,141.669998,70,137,2014-04-21
2014-01-21,USD,CALL,MSFT,36.169998,130,37,2015-01-16
2014-01-21,USD,PUT,MSFT,36.169998,690,37,2014-04-21
2014-01-21,USD,PUT,XRX,31.989459999999998,300,32,2014-07-20
2014-01-24,USD,PUT,XRX,29.617918,230,30,2014-07-23
2014-01-24,USD,CALL,AAPL,78.010002,280,76,2015-01-19
2014-01-24,USD,CALL,AMZN,387.600006,950,374,2014-07-23
2014-01-24,USD,PUT,BA,136.649994,70,130,2014-04-24
2014-01-24,USD,PUT,AMZN,387.600006,580,399,2015-01-19
2014-01-24,USD,CALL,CHK,25.430464,210,25,2014-04-24
2014-01-27,USD,CALL,BA,137.360001,780,133,2015-01-22
2014-01-28,USD,CALL,FB,55.139998999999996,940,57,2014-07-27
2014-01-28,USD,PUT,XRX,28.669302000000002,870,29,2014-04-28
2014-01-29,USD,CALL,XRX,27.95784,450,28,2014-07-28
2014-01-29,USD,CALL,FB,53.529999,830,56,2014-04-29
2014-01-29,USD,CALL,AAPL,71.535713,440,68,2014-07-28
2014-01-29,USD,PUT,XRX,27.95784,580,26,2014-07-28
2014-01-29,USD,PUT,MSFT,36.66,740,37,2014-04-29
2014-01-29,USD,PUT,AMZN,384.200012,300,388,2015-01-24
2014-01-29,USD,PUT,AAPL,71.535713,310,73,2014-07-28
2014-01-29,USD,CALL,AMZN,384.200012,970,401,2014-07-28
2014-01-30,USD,PUT,BA,126.529999,0,122,2014-04-30
2014-01-30,USD,PUT,BA,126.529999,860,129,2014-07-29
2014-01-30,USD,PUT,XRX,29.117259999999998,720,29,2014-04-30
2014-01-30,USD,PUT,MSFT,36.860001000000004,690,38,2015-01-25
2014-01-30,USD,PUT,XRX,29.117259999999998,990,30,2015-01-25
2014-01-30,USD,PUT,FB,61.080002,760,60,2014-04-30
2014-01-30,USD,PUT,MSFT,36.860001000000004,490,35,2014-07-29
2014-01-30,USD,PUT,FB,61.080002,670,61,2014-07-29
2014-01-31,USD,CALL,AMZN,358.690002,390,361,2015-01-26
2014-02-04,USD,PUT,CHK,25.108798999999998,440,24,2014-08-03
2014-02-04,USD,PUT,XRX,27.351778000000003,740,26,2014-08-03
2014-02-04,USD,PUT,BA,122.040001,550,121,2014-08-03
2014-02-05,USD,PUT,FB,62.189999,120,61,2015-01-31
2014-02-05,USD,PUT,FB,62.189999,880,63,2015-01-31
2014-02-05,USD,CALL,FB,62.189999,530,63,2014-08-04
2014-02-05,USD,PUT,AAPL,73.227142,40,71,2015-01-31
2014-02-05,USD,PUT,FB,62.189999,300,62,2014-05-06
2014-02-05,USD,PUT,MSFT,35.82,770,35,2015-01-31
2014-02-05,USD,PUT,FB,62.189999,200,61,2015-01-31
2014-02-05,USD,PUT,XRX,27.140974,710,27,2015-01-31
2014-02-06,USD,PUT,FB,62.16,430,63,2015-02-01
2014-02-06,USD,PUT,XRX,27.272728000000004,110,25,2015-02-01
2014-02-06,USD,PUT,AMZN,354.589996,660,359,2015-02-01
2014-02-06,USD,PUT,AAPL,73.215714,470,70,2015-02-01
2014-02-07,USD,CALL,AAPL,74.239998,520,71,2015-02-02
2014-02-07,USD,PUT,MSFT,36.560001,280,37,2014-05-08
2014-02-07,USD,CALL,AAPL,74.239998,20,76,2015-02-02
2014-02-07,USD,CALL,BA,127.019997,940,127,2014-05-08
2014-02-10,USD,CALL,XRX,27.40448,940,27,2015-02-05
2014-02-10,USD,CALL,CHK,23.349102,710,24,2014-08-09
2014-02-10,USD,CALL,MSFT,36.799999,900,36,2014-05-11
2014-02-10,USD,CALL,FB,63.549999,10,61,2015-02-05
2014-02-10,USD,PUT,FB,63.549999,450,64,2014-08-09
2014-02-11,USD,CALL,MSFT,37.169998,160,35,2014-08-10
2014-02-13,USD,CALL,MSFT,37.610001000000004,580,37,2015-02-08
2014-02-14,USD,PUT,FB,67.089996,590,68,2014-08-13
2014-02-14,USD,PUT,BA,130.16000400000001,590,126,2014-05-15
2014-02-14,USD,CALL,XRX,28.247694,700,27,2014-08-13
2014-02-14,USD,PUT,FB,67.089996,260,65,2015-02-09
2014-02-14,USD,CALL,CHK,23.784295999999998,980,24,2015-02-09
2014-02-18,USD,PUT,CHK,24.437085999999997,130,25,2015-02-13
2014-02-18,USD,PUT,XRX,28.247694,740,27,2014-08-17
2014-02-18,USD,PUT,AMZN,353.649994,240,365,2015-02-13
2014-02-18,USD,PUT,XRX,28.247694,120,29,2015-02-13
2014-02-18,USD,CALL,FB,67.300003,410,64,2015-02-13
2014-02-18,USD,CALL,MSFT,37.419998,80,36,2015-02-13
2014-02-19,USD,CALL,CHK,24.976349,880,25,2014-08-18
2014-02-19,USD,CALL,FB,68.059998,920,64,2014-05-20
2014-02-19,USD,PUT,BA,128.389999,530,133,2014-08-18
2014-02-19,USD,CALL,MSFT,37.509997999999996,780,35,2015-02-14
2014-02-19,USD,PUT,MSFT,37.509997999999996,130,36,2015-02-14
2014-02-19,USD,CALL,MSFT,37.509997999999996,940,35,2015-02-14
2014-02-21,USD,CALL,AMZN,346.76001,980,359,2014-05-22
2014-02-21,USD,CALL,MSFT,37.98,890,36,2015-02-16
2014-02-21,USD,CALL,AAPL,75.035713,670,75,2014-05-22
2014-02-21,USD,PUT,BA,128.279999,110,125,2015-02-16
2014-02-21,USD,CALL,MSFT,37.98,850,38,2014-08-20
2014-02-21,USD,CALL,AAPL,75.035713,410,76,2014-08-20
2014-02-24,USD,PUT,XRX,28.405797999999997,0,29,2014-08-23
2014-02-24,USD,PUT,AAPL,75.364288,820,73,2014-08-23
2014-02-24,USD,CALL,AMZN,351.77999900000003,100,360,2015-02-19
2014-02-24,USD,CALL,FB,70.779999,970,72,2014-05-25
2014-02-24,USD,CALL,MSFT,37.689999,280,38,2014-05-25
2014-02-24,USD,CALL,AAPL,75.364288,360,75,2014-08-23
2014-02-25,USD,CALL,CHK,25.487227999999998,80,25,2014-05-26
2014-02-25,USD,CALL,FB,69.849998,840,72,2014-08-24
2014-02-25,USD,CALL,AAPL,74.58000200000001,880,76,2015-02-20
2014-02-25,USD,CALL,AMZN,358.320007,80,362,2014-08-24
2014-02-26,USD,CALL,AAPL,73.907143,870,75,2015-02-21
2014-02-26,USD,PUT,MSFT,37.470001,580,36,2015-02-21
2014-02-27,USD,PUT,CHK,24.503311,770,25,2015-02-22
2014-02-27,USD,PUT,BA,128.559998,650,129,2015-02-22
2014-02-28,USD,CALL,CHK,24.512772000000002,780,24,2015-02-23
2014-02-28,USD,CALL,XRX,28.959156,190,29,2015-02-23
2014-03-03,USD,PUT,MSFT,37.779999,280,36,2014-06-01
2014-03-03,USD,CALL,CHK,24.21949,530,25,2014-06-01
2014-03-04,USD,CALL,CHK,24.285715,10,24,2014-08-31
2014-03-04,USD,CALL,XRX,29.14361,250,29,2014-08-31
2014-03-04,USD,PUT,XRX,29.14361,620,29,2014-08-31
2014-03-04,USD,CALL,AAPL,75.891426,750,77,2015-02-27
2014-03-04,USD,PUT,CHK,24.285715,460,23,2015-02-27
2014-03-05,USD,PUT,CHK,24.124882,170,25,2014-09-01
2014-03-05,USD,CALL,FB,71.57,820,72,2014-06-03
2014-03-07,USD,PUT,CHK,24.456007,810,25,2014-09-03
2014-03-07,USD,CALL,XRX,28.801053999999997,280,28,2014-06-05
2014-03-11,USD,PUT,AAPL,76.584282,630,79,2015-03-06
2014-03-11,USD,CALL,AAPL,76.584282,400,77,2015-03-06
2014-03-11,USD,PUT,CHK,23.897823000000002,190,24,2014-09-07
2014-03-11,USD,CALL,BA,125.66999799999999,370,131,2014-09-07
2014-03-11,USD,CALL,BA,125.66999799999999,650,127,2014-09-07
2014-03-12,USD,CALL,BA,124.43,720,128,2014-09-08
2014-03-12,USD,CALL,CHK,23.784295999999998,890,22,2014-06-10
2014-03-12,USD,PUT,FB,70.879997,380,71,2014-09-08
2014-03-13,USD,CALL,AAPL,75.807144,540,78,2014-09-09
2014-03-13,USD,PUT,CHK,23.850521,610,23,2015-03-08
2014-03-13,USD,CALL,AAPL,75.807144,350,73,2014-09-09
2014-03-13,USD,PUT,AAPL,75.807144,80,76,2015-03-08
2014-03-14,USD,CALL,BA,123.110001,150,127,2015-03-09
2014-03-14,USD,PUT,AAPL,74.955711,340,73,2014-09-10
2014-03-14,USD,CALL,MSFT,37.700001,340,38,2014-06-12
2014-03-14,USD,PUT,BA,123.110001,160,126,2014-06-12
2014-03-14,USD,PUT,AMZN,373.73999,80,381,2014-09-10
2014-03-14,USD,CALL,XRX,27.931488,790,27,2014-09-10
2014-03-17,USD,CALL,MSFT,38.049999,130,36,2015-03-12
2014-03-17,USD,CALL,XRX,28.247694,910,28,2015-03-12
2014-03-17,USD,CALL,MSFT,38.049999,960,37,2015-03-12
2014-03-18,USD,CALL,BA,124.040001,820,128,2014-09-14
2014-03-18,USD,CALL,MSFT,39.549999,0,40,2015-03-13
2014-03-18,USD,CALL,FB,69.190002,230,71,2015-03-13
2014-03-18,USD,PUT,AAPL,75.914284,410,74,2014-09-14
2014-03-18,USD,PUT,CHK,23.604542000000002,980,24,2014-09-14
2014-03-18,USD,CALL,XRX,28.59025,450,29,2015-03-13
2014-03-18,USD,PUT,AMZN,378.769989,390,360,2014-06-16
2014-03-19,USD,PUT,MSFT,39.27,440,40,2014-06-17
2014-03-19,USD,PUT,BA,122.239998,910,124,2015-03-14
2014-03-19,USD,CALL,AMZN,373.230011,390,369,2014-06-17
2014-03-19,USD,CALL,AAPL,75.894287,860,73,2014-09-15
2014-03-20,USD,CALL,MSFT,40.330002,690,39,2015-03-15
2014-03-20,USD,CALL,MSFT,40.330002,690,40,2015-03-15
2014-03-20,USD,PUT,AAPL,75.528572,200,74,2014-06-18
2014-03-20,USD,CALL,BA,123.730003,440,123,2015-03-15
2014-03-20,USD,PUT,AMZN,368.97000099999997,110,363,2015-03-15
2014-03-20,USD,CALL,CHK,23.358562,520,23,2014-06-18
2014-03-20,USD,PUT,MSFT,40.330002,760,40,2015-03-15
2014-03-21,USD,PUT,XRX,29.512515999999998,500,29,2015-03-16
2014-03-21,USD,PUT,XRX,29.512515999999998,600,28,2014-06-19
2014-03-21,USD,PUT,AMZN,360.619995,740,369,2014-06-19
2014-03-21,USD,CALL,AMZN,360.619995,790,344,2014-06-19
2014-03-21,USD,PUT,AAPL,76.12428299999999,710,76,2014-09-17
2014-03-24,USD,CALL,AMZN,351.850006,220,345,2014-06-22
2014-03-24,USD,PUT,FB,64.099998,310,65,2015-03-19
2014-03-24,USD,CALL,AAPL,77.02714499999999,500,76,2014-06-22
2014-03-24,USD,CALL,BA,123.41999799999999,940,117,2014-09-20
2014-03-26,USD,PUT,AAPL,77.111427,70,79,2014-06-24
2014-03-26,USD,PUT,BA,123.529999,680,128,2014-09-22
2014-03-27,USD,CALL,AAPL,76.779999,540,73,2015-03-22
2014-03-27,USD,PUT,CHK,24.418165,330,24,2015-03-22
2014-03-27,USD,PUT,BA,123.209999,700,118,2015-03-22
2014-03-27,USD,CALL,AMZN,338.47000099999997,440,333,2014-09-23
2014-03-27,USD,CALL,MSFT,39.360001000000004,700,39,2014-09-23
2014-03-27,USD,PUT,XRX,28.748354,20,27,2015-03-22
2014-03-28,USD,PUT,AMZN,338.290009,480,337,2015-03-23
2014-03-28,USD,PUT,MSFT,40.299999,530,39,2014-06-26
2014-03-28,USD,CALL,XRX,29.14361,430,29,2014-06-26
2014-03-28,USD,CALL,AMZN,338.290009,50,352,2014-06-26
2014-03-31,USD,CALL,BA,125.489998,600,121,2014-09-27
2014-03-31,USD,PUT,XRX,29.776021999999998,160,31,2015-03-26
2014-04-01,USD,CALL,FB,62.619999,630,65,2014-06-30
2014-04-01,USD,CALL,XRX,30.144928000000004,550,29,2015-03-27
2014-04-01,USD,CALL,AAPL,77.378571,940,74,2014-09-28
2014-04-01,USD,PUT,CHK,24.720909,330,23,2015-03-27
2014-04-01,USD,PUT,FB,62.619999,570,63,2015-03-27
2014-04-02,USD,PUT,MSFT,41.349998,820,40,2015-03-28
2014-04-04,USD,PUT,MSFT,39.869999,820,41,2014-07-03
2014-04-07,USD,PUT,AAPL,74.781425,620,75,2014-10-04
2014-04-07,USD,CALL,XRX,30.118578000000003,400,28,2014-10-04
2014-04-07,USD,CALL,XRX,30.118578000000003,550,28,2014-07-06
2014-04-07,USD,PUT,FB,56.950001,180,56,2014-07-06
2014-04-07,USD,CALL,AMZN,317.76001,520,322,2014-07-06
2014-04-09,USD,PUT,AMZN,331.809998,930,325,2015-04-04
2014-04-09,USD,CALL,AAPL,75.760002,940,76,2014-10-06
2014-04-10,USD,PUT,AMZN,317.109985,700,321,2015-04-05
2014-04-11,USD,CALL,AMZN,311.730011,600,313,2014-07-10
2014-04-14,USD,CALL,BA,123.25,940,126,2015-04-09
2014-04-14,USD,PUT,CHK,25.279091,850,24,2014-10-11
2014-04-14,USD,CALL,BA,123.25,510,119,2015-04-09
2014-04-15,USD,PUT,FB,59.09,70,57,2015-04-10
2014-04-15,USD,PUT,BA,124.269997,690,118,2015-04-10
2014-04-15,USD,PUT,FB,59.09,360,58,2014-10-12
2014-04-16,USD,PUT,XRX,30.30303,420,31,2014-10-13
2014-04-16,USD,CALL,AAPL,74.144287,510,76,2014-07-15
2014-04-17,USD,PUT,BA,127.91999799999999,290,131,2014-10-14
2014-04-21,USD,PUT,CHK,26.982025,540,27,2014-10-18
2014-04-21,USD,CALL,AMZN,330.869995,590,320,2014-10-18
2014-04-21,USD,CALL,AMZN,330.869995,520,336,2014-07-20
2014-04-21,USD,CALL,XRX,30.223978000000002,740,31,2015-04-16
2014-04-21,USD,CALL,MSFT,39.939999,840,39,2014-10-18
2014-04-23,USD,PUT,BA,130.630005,870,134,2015-04-18
2014-04-24,USD,PUT,AAPL,81.110001,450,83,2014-07-23
2014-04-24,USD,CALL,MSFT,39.860001000000004,340,41,2014-07-23
2014-04-24,USD,PUT,AMZN,337.149994,540,326,2015-04-19
2014-04-25,USD,CALL,MSFT,39.91,870,41,2014-10-22
2014-04-25,USD,CALL,BA,128.66000400000001,950,127,2015-04-20
2014-04-25,USD,CALL,FB,57.709998999999996,630,57,2014-07-24
2014-04-25,USD,PUT,XRX,30.935442,0,31,2015-04-20
2014-04-25,USD,PUT,XRX,30.935442,850,31,2015-04-20
2014-04-25,USD,CALL,CHK,27.246925,420,28,2014-07-24
2014-04-25,USD,PUT,AAPL,81.705711,200,81,2014-07-24
2014-04-28,USD,PUT,FB,56.139998999999996,630,53,2014-07-27
2014-04-28,USD,PUT,AMZN,296.579987,680,309,2014-07-27
2014-04-28,USD,PUT,AMZN,296.579987,860,296,2014-10-25
2014-04-28,USD,PUT,FB,56.139998999999996,470,53,2014-10-25
2014-04-28,USD,PUT,AMZN,296.579987,490,286,2015-04-23
2014-04-28,USD,CALL,AMZN,296.579987,120,293,2014-10-25
2014-04-28,USD,CALL,AAPL,84.870003,470,84,2014-10-25
2014-04-29,USD,PUT,MSFT,40.509997999999996,740,41,2014-07-28
2014-04-29,USD,CALL,XRX,31.910408,200,32,2015-04-24
2014-04-29,USD,CALL,MSFT,40.509997999999996,840,39,2014-07-28
2014-04-29,USD,PUT,AMZN,300.380005,390,288,2015-04-24
2014-04-29,USD,CALL,AMZN,300.380005,340,296,2014-10-26
2014-04-29,USD,PUT,BA,128.369995,210,122,2014-07-28
2014-04-29,USD,CALL,MSFT,40.509997999999996,210,38,2015-04-24
2014-04-29,USD,PUT,AMZN,300.380005,720,308,2014-07-28
2014-04-30,USD,CALL,AMZN,304.130005,870,295,2014-07-29
2014-04-30,USD,CALL,CHK,27.199621,720,27,2014-07-29
2014-04-30,USD,CALL,BA,129.020004,220,131,2014-10-27
2014-04-30,USD,PUT,MSFT,40.400002,310,41,2014-07-29
2014-04-30,USD,PUT,AAPL,84.298569,390,83,2014-10-27
2014-05-01,USD,PUT,CHK,26.887417,10,27,2015-04-26
2014-05-02,USD,PUT,BA,129.940002,230,131,2014-07-31
2014-05-05,USD,PUT,XRX,31.567852000000002,850,31,2014-08-03
2014-05-05,USD,CALL,XRX,31.567852000000002,460,31,2014-11-01
2014-05-05,USD,CALL,MSFT,39.43,440,38,2015-04-30
2014-05-05,USD,PUT,XRX,31.567852000000002,440,30,2015-04-30
2014-05-06,USD,PUT,AMZN,297.380005,180,306,2015-05-01
2014-05-06,USD,CALL,FB,58.529999,400,56,2015-05-01
2014-05-06,USD,PUT,FB,58.529999,700,56,2015-05-01
2014-05-06,USD,PUT,BA,130.830002,910,126,2014-11-02
2014-05-06,USD,CALL,AAPL,84.915718,950,86,2014-08-04
2014-05-06,USD,CALL,AMZN,297.380005,400,291,2014-08-04
2014-05-07,USD,PUT,FB,57.389998999999996,570,59,2014-08-05
2014-05-07,USD,CALL,AMZN,292.709991,140,287,2015-05-02
2014-05-07,USD,PUT,AMZN,292.709991,140,289,2014-11-03
2014-05-07,USD,PUT,AAPL,84.61856800000001,50,82,2014-08-05
2014-05-07,USD,PUT,AAPL,84.61856800000001,880,81,2014-08-05
2014-05-07,USD,PUT,MSFT,39.419998,20,40,2015-05-02
