TradeDate,Currency,OptionType,Ticker,TradedStockPrice,NumOptions,Strike,ExpiryDate
16/01/2014,USD,CALL,AAPL,79.178574,600,75,16/04/2014
16/01/2014,USD,PUT,XRX,32.779972,260,31,15/07/2014
16/01/2014,USD,CALL,BA,140.210007,230,133,11/01/2015
17/01/2014,USD,CALL,AMZN,399.609985,600,397,12/01/2015
17/01/2014,USD,PUT,AAPL,77.238571,520,76,12/01/2015
17/01/2014,USD,CALL,AMZN,399.609985,680,414,12/01/2015
17/01/2014,USD,CALL,MSFT,36.380001,620,35,16/07/2014
17/01/2014,USD,CALL,AAPL,77.238571,660,76,17/04/2014
17/01/2014,USD,PUT,FB,56.299999,700,54,12/01/2015
21/01/2014,USD,CALL,XRX,31.98946,510,32,21/04/2014
21/01/2014,USD,CALL,XRX,31.98946,920,32,21/04/2014
21/01/2014,USD,PUT,AAPL,78.438568,780,77,20/07/2014
21/01/2014,USD,CALL,XRX,31.98946,580,31,20/07/2014
21/01/2014,USD,PUT,AAPL,78.438568,150,77,16/01/2015
21/01/2014,USD,CALL,BA,141.669998,70,137,21/04/2014
21/01/2014,USD,CALL,MSFT,36.169998,130,37,16/01/2015
21/01/2014,USD,PUT,MSFT,36.169998,690,37,21/04/2014
21/01/2014,USD,PUT,XRX,31.98946,300,32,20/07/2014
24/01/2014,USD,PUT,XRX,29.617918,230,30,23/07/2014
24/01/2014,USD,CALL,AAPL,78.010002,280,76,19/01/2015
24/01/2014,USD,CALL,AMZN,387.600006,950,374,23/07/2014
24/01/2014,USD,PUT,BA,136.649994,70,130,24/04/2014
24/01/2014,USD,PUT,AMZN,387.600006,580,399,19/01/2015
24/01/2014,USD,CALL,CHK,25.430464,210,25,24/04/2014
27/01/2014,USD,CALL,BA,137.360001,780,133,22/01/2015
28/01/2014,USD,CALL,FB,55.139999,940,57,27/07/2014
28/01/2014,USD,PUT,XRX,28.669302,870,29,28/04/2014
29/01/2014,USD,CALL,XRX,27.95784,450,28,28/07/2014
29/01/2014,USD,CALL,FB,53.529999,830,56,29/04/2014
29/01/2014,USD,CALL,AAPL,71.535713,440,68,28/07/2014
29/01/2014,USD,PUT,XRX,27.95784,580,26,28/07/2014
29/01/2014,USD,PUT,MSFT,36.66,740,37,29/04/2014
29/01/2014,USD,PUT,AMZN,384.200012,300,388,24/01/2015
29/01/2014,USD,PUT,AAPL,71.535713,310,73,28/07/2014
29/01/2014,USD,CALL,AMZN,384.200012,970,401,28/07/2014
30/01/2014,USD,PUT,BA,126.529999,0,122,30/04/2014
30/01/2014,USD,PUT,BA,126.529999,860,129,29/07/2014
30/01/2014,USD,PUT,XRX,29.11726,720,29,30/04/2014
30/01/2014,USD,PUT,MSFT,36.860001,690,38,25/01/2015
30/01/2014,USD,PUT,XRX,29.11726,990,30,25/01/2015
30/01/2014,USD,PUT,FB,61.080002,760,60,30/04/2014
30/01/2014,USD,PUT,MSFT,36.860001,490,35,29/07/2014
30/01/2014,USD,PUT,FB,61.080002,670,61,29/07/2014
31/01/2014,USD,CALL,AMZN,358.690002,390,361,26/01/2015
04/02/2014,USD,PUT,CHK,25.108799,440,24,03/08/2014
04/02/2014,USD,PUT,XRX,27.351778,740,26,03/08/2014
04/02/2014,USD,PUT,BA,122.040001,550,121,03/08/2014
05/02/2014,USD,PUT,FB,62.189999,120,61,31/01/2015
05/02/2014,USD,PUT,FB,62.189999,880,63,31/01/2015
05/02/2014,USD,CALL,FB,62.189999,530,63,04/08/2014
05/02/2014,USD,PUT,AAPL,73.227142,40,71,31/01/2015
05/02/2014,USD,PUT,FB,62.189999,300,62,06/05/2014
05/02/2014,USD,PUT,MSFT,35.82,770,35,31/01/2015
05/02/2014,USD,PUT,FB,62.189999,200,61,31/01/2015
05/02/2014,USD,PUT,XRX,27.140974,710,27,31/01/2015
06/02/2014,USD,PUT,FB,62.16,430,63,01/02/2015
06/02/2014,USD,PUT,XRX,27.272728,110,25,01/02/2015
06/02/2014,USD,PUT,AMZN,354.589996,660,359,01/02/2015
06/02/2014,USD,PUT,AAPL,73.215714,470,70,01/02/2015
07/02/2014,USD,CALL,AAPL,74.239998,520,71,02/02/2015
07/02/2014,USD,PUT,MSFT,36.560001,280,37,08/05/2014
07/02/2014,USD,CALL,AAPL,74.239998,20,76,02/02/2015
07/02/2014,USD,CALL,BA,127.019997,940,127,08/05/2014
10/02/2014,USD,CALL,XRX,27.40448,940,27,05/02/2015
10/02/2014,USD,CALL,CHK,23.349102,710,24,09/08/2014
10/02/2014,USD,CALL,MSFT,36.799999,900,36,11/05/2014
10/02/2014,USD,CALL,FB,63.549999,10,61,05/02/2015
10/02/2014,USD,PUT,FB,63.549999,450,64,09/08/2014
11/02/2014,USD,CALL,MSFT,37.169998,160,35,10/08/2014
13/02/2014,USD,CALL,MSFT,37.610001,580,37,08/02/2015
14/02/2014,USD,PUT,FB,67.089996,590,68,13/08/2014
14/02/2014,USD,PUT,BA,130.160004,590,126,15/05/2014
14/02/2014,USD,CALL,XRX,28.247694,700,27,13/08/2014
14/02/2014,USD,PUT,FB,67.089996,260,65,09/02/2015
14/02/2014,USD,CALL,CHK,23.784296,980,24,09/02/2015
18/02/2014,USD,PUT,CHK,24.437086,130,25,13/02/2015
18/02/2014,USD,PUT,XRX,28.247694,740,27,17/08/2014
18/02/2014,USD,PUT,AMZN,353.649994,240,365,13/02/2015
18/02/2014,USD,PUT,XRX,28.247694,120,29,13/02/2015
18/02/2014,USD,CALL,FB,67.300003,410,64,13/02/2015
18/02/2014,USD,CALL,MSFT,37.419998,80,36,13/02/2015
19/02/2014,USD,CALL,CHK,24.976349,880,25,18/08/2014
19/02/2014,USD,CALL,FB,68.059998,920,64,20/05/2014
19/02/2014,USD,PUT,BA,128.389999,530,133,18/08/2014
19/02/2014,USD,CALL,MSFT,37.509998,780,35,14/02/2015
19/02/2014,USD,PUT,MSFT,37.509998,130,36,14/02/2015
19/02/2014,USD,CALL,MSFT,37.509998,940,35,14/02/2015
21/02/2014,USD,CALL,AMZN,346.76001,980,359,22/05/2014
21/02/2014,USD,CALL,MSFT,37.98,890,36,16/02/2015
21/02/2014,USD,CALL,AAPL,75.035713,670,75,22/05/2014
21/02/2014,USD,PUT,BA,128.279999,110,125,16/02/2015
21/02/2014,USD,CALL,MSFT,37.98,850,38,20/08/2014
21/02/2014,USD,CALL,AAPL,75.035713,410,76,20/08/2014
24/02/2014,USD,PUT,XRX,28.405798,0,29,23/08/2014
24/02/2014,USD,PUT,AAPL,75.364288,820,73,23/08/2014
24/02/2014,USD,CALL,AMZN,351.779999,100,360,19/02/2015
24/02/2014,USD,CALL,FB,70.779999,970,72,25/05/2014
24/02/2014,USD,CALL,MSFT,37.689999,280,38,25/05/2014
24/02/2014,USD,CALL,AAPL,75.364288,360,75,23/08/2014
25/02/2014,USD,CALL,CHK,25.487228,80,25,26/05/2014
25/02/2014,USD,CALL,FB,69.849998,840,72,24/08/2014
25/02/2014,USD,CALL,AAPL,74.580002,880,76,20/02/2015
25/02/2014,USD,CALL,AMZN,358.320007,80,362,24/08/2014
26/02/2014,USD,CALL,AAPL,73.907143,870,75,21/02/2015
26/02/2014,USD,PUT,MSFT,37.470001,580,36,21/02/2015
27/02/2014,USD,PUT,CHK,24.503311,770,25,22/02/2015
27/02/2014,USD,PUT,BA,128.559998,650,129,22/02/2015
28/02/2014,USD,CALL,CHK,24.512772,780,24,23/02/2015
28/02/2014,USD,CALL,XRX,28.959156,190,29,23/02/2015
03/03/2014,USD,PUT,MSFT,37.779999,280,36,01/06/2014
03/03/2014,USD,CALL,CHK,24.21949,530,25,01/06/2014
04/03/2014,USD,CALL,CHK,24.285715,10,24,31/08/2014
04/03/2014,USD,CALL,XRX,29.14361,250,29,31/08/2014
04/03/2014,USD,PUT,XRX,29.14361,620,29,31/08/2014
04/03/2014,USD,CALL,AAPL,75.891426,750,77,27/02/2015
04/03/2014,USD,PUT,CHK,24.285715,460,23,27/02/2015
05/03/2014,USD,PUT,CHK,24.124882,170,25,01/09/2014
05/03/2014,USD,CALL,FB,71.57,820,72,03/06/2014
07/03/2014,USD,PUT,CHK,24.456007,810,25,03/09/2014
07/03/2014,USD,CALL,XRX,28.801054,280,28,05/06/2014
11/03/2014,USD,PUT,AAPL,76.584282,630,79,06/03/2015
11/03/2014,USD,CALL,AAPL,76.584282,400,77,06/03/2015
11/03/2014,USD,PUT,CHK,23.897823,190,24,07/09/2014
11/03/2014,USD,CALL,BA,125.669998,370,131,07/09/2014
11/03/2014,USD,CALL,BA,125.669998,650,127,07/09/2014
12/03/2014,USD,CALL,BA,124.43,720,128,08/09/2014
12/03/2014,USD,CALL,CHK,23.784296,890,22,10/06/2014
12/03/2014,USD,PUT,FB,70.879997,380,71,08/09/2014
13/03/2014,USD,CALL,AAPL,75.807144,540,78,09/09/2014
13/03/2014,USD,PUT,CHK,23.850521,610,23,08/03/2015
13/03/2014,USD,CALL,AAPL,75.807144,350,73,09/09/2014
13/03/2014,USD,PUT,AAPL,75.807144,80,76,08/03/2015
14/03/2014,USD,CALL,BA,123.110001,150,127,09/03/2015
14/03/2014,USD,PUT,AAPL,74.955711,340,73,10/09/2014
14/03/2014,USD,CALL,MSFT,37.700001,340,38,12/06/2014
14/03/2014,USD,PUT,BA,123.110001,160,126,12/06/2014
14/03/2014,USD,PUT,AMZN,373.73999,80,381,10/09/2014
14/03/2014,USD,CALL,XRX,27.931488,790,27,10/09/2014
17/03/2014,USD,CALL,MSFT,38.049999,130,36,12/03/2015
17/03/2014,USD,CALL,XRX,28.247694,910,28,12/03/2015
17/03/2014,USD,CALL,MSFT,38.049999,960,37,12/03/2015
18/03/2014,USD,CALL,BA,124.040001,820,128,14/09/2014
18/03/2014,USD,CALL,MSFT,39.549999,0,40,13/03/2015
18/03/2014,USD,CALL,FB,69.190002,230,71,13/03/2015
18/03/2014,USD,PUT,AAPL,75.914284,410,74,14/09/2014
18/03/2014,USD,PUT,CHK,23.604542,980,24,14/09/2014
18/03/2014,USD,CALL,XRX,28.59025,450,29,13/03/2015
18/03/2014,USD,PUT,AMZN,378.769989,390,360,16/06/2014
19/03/2014,USD,PUT,MSFT,39.27,440,40,17/06/2014
19/03/2014,USD,PUT,BA,122.239998,910,124,14/03/2015
19/03/2014,USD,CALL,AMZN,373.230011,390,369,17/06/2014
19/03/2014,USD,CALL,AAPL,75.894287,860,73,15/09/2014
20/03/2014,USD,CALL,MSFT,40.330002,690,39,15/03/2015
20/03/2014,USD,CALL,MSFT,40.330002,690,40,15/03/2015
20/03/2014,USD,PUT,AAPL,75.528572,200,74,18/06/2014
20/03/2014,USD,CALL,BA,123.730003,440,123,15/03/2015
20/03/2014,USD,PUT,AMZN,368.970001,110,363,15/03/2015
20/03/2014,USD,CALL,CHK,23.358562,520,23,18/06/2014
20/03/2014,USD,PUT,MSFT,40.330002,760,40,15/03/2015
21/03/2014,USD,PUT,XRX,29.512516,500,29,16/03/2015
21/03/2014,USD,PUT,XRX,29.512516,600,28,19/06/2014
21/03/2014,USD,PUT,AMZN,360.619995,740,369,19/06/2014
21/03/2014,USD,CALL,AMZN,360.619995,790,344,19/06/2014
21/03/2014,USD,PUT,AAPL,76.124283,710,76,17/09/2014
24/03/2014,USD,CALL,AMZN,351.850006,220,345,22/06/2014
24/03/2014,USD,PUT,FB,64.099998,310,65,19/03/2015
24/03/2014,USD,CALL,AAPL,77.027145,500,76,22/06/2014
24/03/2014,USD,CALL,BA,123.419998,940,117,20/09/2014
26/03/2014,USD,PUT,AAPL,77.111427,70,79,24/06/2014
26/03/2014,USD,PUT,BA,123.529999,680,128,22/09/2014
27/03/2014,USD,CALL,AAPL,76.779999,540,73,22/03/2015
27/03/2014,USD,PUT,CHK,24.418165,330,24,22/03/2015
27/03/2014,USD,PUT,BA,123.209999,700,118,22/03/2015
27/03/2014,USD,CALL,AMZN,338.470001,440,333,23/09/2014
27/03/2014,USD,CALL,MSFT,39.360001,700,39,23/09/2014
27/03/2014,USD,PUT,XRX,28.748354,20,27,22/03/2015
28/03/2014,USD,PUT,AMZN,338.290009,480,337,23/03/2015
28/03/2014,USD,PUT,MSFT,40.299999,530,39,26/06/2014
28/03/2014,USD,CALL,XRX,29.14361,430,29,26/06/2014
28/03/2014,USD,CALL,AMZN,338.290009,50,352,26/06/2014
31/03/2014,USD,CALL,BA,125.489998,600,121,27/09/2014
31/03/2014,USD,PUT,XRX,29.776022,160,31,26/03/2015
01/04/2014,USD,CALL,FB,62.619999,630,65,30/06/2014
01/04/2014,USD,CALL,XRX,30.144928,550,29,27/03/2015
01/04/2014,USD,CALL,AAPL,77.378571,940,74,28/09/2014
01/04/2014,USD,PUT,CHK,24.720909,330,23,27/03/2015
01/04/2014,USD,PUT,FB,62.619999,570,63,27/03/2015
02/04/2014,USD,PUT,MSFT,41.349998,820,40,28/03/2015
04/04/2014,USD,PUT,MSFT,39.869999,820,41,03/07/2014
07/04/2014,USD,PUT,AAPL,74.781425,620,75,04/10/2014
07/04/2014,USD,CALL,XRX,30.118578,400,28,04/10/2014
07/04/2014,USD,CALL,XRX,30.118578,550,28,06/07/2014
07/04/2014,USD,PUT,FB,56.950001,180,56,06/07/2014
07/04/2014,USD,CALL,AMZN,317.76001,520,322,06/07/2014
09/04/2014,USD,PUT,AMZN,331.809998,930,325,04/04/2015
09/04/2014,USD,CALL,AAPL,75.760002,940,76,06/10/2014
10/04/2014,USD,PUT,AMZN,317.109985,700,321,05/04/2015
11/04/2014,USD,CALL,AMZN,311.730011,600,313,10/07/2014
14/04/2014,USD,CALL,BA,123.25,940,126,09/04/2015
14/04/2014,USD,PUT,CHK,25.279091,850,24,11/10/2014
14/04/2014,USD,CALL,BA,123.25,510,119,09/04/2015
15/04/2014,USD,PUT,FB,59.09,70,57,10/04/2015
15/04/2014,USD,PUT,BA,124.269997,690,118,10/04/2015
15/04/2014,USD,PUT,FB,59.09,360,58,12/10/2014
16/04/2014,USD,PUT,XRX,30.30303,420,31,13/10/2014
16/04/2014,USD,CALL,AAPL,74.144287,510,76,15/07/2014
17/04/2014,USD,PUT,BA,127.919998,290,131,14/10/2014
21/04/2014,USD,PUT,CHK,26.982025,540,27,18/10/2014
21/04/2014,USD,CALL,AMZN,330.869995,590,320,18/10/2014
21/04/2014,USD,CALL,AMZN,330.869995,520,336,20/07/2014
21/04/2014,USD,CALL,XRX,30.223978,740,31,16/04/2015
21/04/2014,USD,CALL,MSFT,39.939999,840,39,18/10/2014
23/04/2014,USD,PUT,BA,130.630005,870,134,18/04/2015
24/04/2014,USD,PUT,AAPL,81.110001,450,83,23/07/2014
24/04/2014,USD,CALL,MSFT,39.860001,340,41,23/07/2014
24/04/2014,USD,PUT,AMZN,337.149994,540,326,19/04/2015
25/04/2014,USD,CALL,MSFT,39.91,870,41,22/10/2014
25/04/2014,USD,CALL,BA,128.660004,950,127,20/04/2015
25/04/2014,USD,CALL,FB,57.709999,630,57,24/07/2014
25/04/2014,USD,PUT,XRX,30.935442,0,31,20/04/2015
25/04/2014,USD,PUT,XRX,30.935442,850,31,20/04/2015
25/04/2014,USD,CALL,CHK,27.246925,420,28,24/07/2014
25/04/2014,USD,PUT,AAPL,81.705711,200,81,24/07/2014
28/04/2014,USD,PUT,FB,56.139999,630,53,27/07/2014
28/04/2014,USD,PUT,AMZN,296.579987,680,309,27/07/2014
28/04/2014,USD,PUT,AMZN,296.579987,860,296,25/10/2014
28/04/2014,USD,PUT,FB,56.139999,470,53,25/10/2014
28/04/2014,USD,PUT,AMZN,296.579987,490,286,23/04/2015
28/04/2014,USD,CALL,AMZN,296.579987,120,293,25/10/2014
28/04/2014,USD,CALL,AAPL,84.870003,470,84,25/10/2014
29/04/2014,USD,PUT,MSFT,40.509998,740,41,28/07/2014
29/04/2014,USD,CALL,XRX,31.910408,200,32,24/04/2015
29/04/2014,USD,CALL,MSFT,40.509998,840,39,28/07/2014
29/04/2014,USD,PUT,AMZN,300.380005,390,288,24/04/2015
29/04/2014,USD,CALL,AMZN,300.380005,340,296,26/10/2014
29/04/2014,USD,PUT,BA,128.369995,210,122,28/07/2014
29/04/2014,USD,CALL,MSFT,40.509998,210,38,24/04/2015
29/04/2014,USD,PUT,AMZN,300.380005,720,308,28/07/2014
30/04/2014,USD,CALL,AMZN,304.130005,870,295,29/07/2014
30/04/2014,USD,CALL,CHK,27.199621,720,27,29/07/2014
30/04/2014,USD,CALL,BA,129.020004,220,131,27/10/2014
30/04/2014,USD,PUT,MSFT,40.400002,310,41,29/07/2014
30/04/2014,USD,PUT,AAPL,84.298569,390,83,27/10/2014
01/05/2014,USD,PUT,CHK,26.887417,10,27,26/04/2015
02/05/2014,USD,PUT,BA,129.940002,230,131,31/07/2014
05/05/2014,USD,PUT,XRX,31.567852,850,31,03/08/2014
05/05/2014,USD,CALL,XRX,31.567852,460,31,01/11/2014
05/05/2014,USD,CALL,MSFT,39.43,440,38,30/04/2015
05/05/2014,USD,PUT,XRX,31.567852,440,30,30/04/2015
06/05/2014,USD,PUT,AMZN,297.380005,180,306,01/05/2015
06/05/2014,USD,CALL,FB,58.529999,400,56,01/05/2015
06/05/2014,USD,PUT,FB,58.529999,700,56,01/05/2015
06/05/2014,USD,PUT,BA,130.830002,910,126,02/11/2014
06/05/2014,USD,CALL,AAPL,84.915718,950,86,04/08/2014
06/05/2014,USD,CALL,AMZN,297.380005,400,291,04/08/2014
07/05/2014,USD,PUT,FB,57.389999,570,59,05/08/2014
07/05/2014,USD,CALL,AMZN,292.709991,140,287,02/05/2015
07/05/2014,USD,PUT,AMZN,292.709991,140,289,03/11/2014
07/05/2014,USD,PUT,AAPL,84.618568,50,82,05/08/2014
07/05/2014,USD,PUT,AAPL,84.618568,880,81,05/08/2014
07/05/2014,USD,PUT,MSFT,39.419998,20,40,02/05/2015
08/05/2014,USD,PUT,FB,56.759998,590,59,06/08/2014
08/05/2014,USD,CALL,XRX,31.40975,40,31,04/11/2014
08/05/2014,USD,PUT,AMZN,288.320007,390,281,04/11/2014
09/05/2014,USD,CALL,MSFT,39.540001,630,38,07/08/2014
09/05/2014,USD,CALL,BA,131.100006,50,135,07/08/2014
09/05/2014,USD,PUT,MSFT,39.540001,420,38,05/11/2014
09/05/2014,USD,PUT,AMZN,292.23999,700,303,04/05/2015
09/05/2014,USD,CALL,CHK,28.202459,290,28,04/05/2015
09/05/2014,USD,PUT,AMZN,292.23999,330,281,05/11/2014
09/05/2014,USD,CALL,FB,57.240002,60,59,04/05/2015
09/05/2014,USD,CALL,MSFT,39.540001,360,41,07/08/2014
09/05/2014,USD,PUT,FB,57.240002,520,56,04/05/2015
12/05/2014,USD,PUT,FB,59.830002,980,61,08/11/2014
12/05/2014,USD,PUT,AMZN,302.859985,570,293,07/05/2015
12/05/2014,USD,CALL,CHK,28.694418,20,28,07/05/2015
12/05/2014,USD,PUT,CHK,28.694418,370,27,07/05/2015
12/05/2014,USD,CALL,CHK,28.694418,90,29,08/11/2014
12/05/2014,USD,CALL,BA,132.600006,280,133,07/05/2015
13/05/2014,USD,CALL,AMZN,304.640015,620,314,08/05/2015
13/05/2014,USD,PUT,BA,133.449997,650,128,09/11/2014
13/05/2014,USD,CALL,AAPL,84.822861,760,85,08/05/2015
15/05/2014,USD,CALL,BA,131.210007,440,127,10/05/2015
16/05/2014,USD,CALL,XRX,31.4361,80,32,14/08/2014
16/05/2014,USD,PUT,MSFT,39.830002,40,39,11/05/2015
16/05/2014,USD,CALL,XRX,31.4361,590,31,14/08/2014
16/05/2014,USD,PUT,MSFT,39.830002,960,41,12/11/2014
16/05/2014,USD,PUT,AMZN,297.700012,590,306,12/11/2014
19/05/2014,USD,PUT,XRX,32.068512,490,31,14/05/2015
19/05/2014,USD,CALL,XRX,32.068512,550,32,15/11/2014
19/05/2014,USD,CALL,FB,59.209999,160,61,17/08/2014
19/05/2014,USD,CALL,AMZN,296.76001,570,294,15/11/2014
19/05/2014,USD,CALL,BA,131.350006,60,131,17/08/2014
19/05/2014,USD,PUT,MSFT,39.75,30,39,15/11/2014
21/05/2014,USD,CALL,CHK,26.650898,140,25,16/05/2015
21/05/2014,USD,PUT,AAPL,86.615715,180,82,19/08/2014
21/05/2014,USD,CALL,AMZN,305.01001,940,305,19/08/2014
22/05/2014,USD,CALL,XRX,31.146246,940,29,18/11/2014
22/05/2014,USD,PUT,CHK,26.442762,640,27,20/08/2014
22/05/2014,USD,PUT,BA,131.839996,650,127,18/11/2014
23/05/2014,USD,CALL,MSFT,40.119999,150,40,21/08/2014
23/05/2014,USD,CALL,FB,61.349998,520,61,21/08/2014
23/05/2014,USD,PUT,AAPL,87.732857,570,85,18/05/2015
23/05/2014,USD,PUT,AMZN,312.23999,380,303,21/08/2014
23/05/2014,USD,PUT,AAPL,87.732857,190,87,18/05/2015
23/05/2014,USD,CALL,AAPL,87.732857,100,83,21/08/2014
23/05/2014,USD,CALL,XRX,31.778656,450,30,18/05/2015
27/05/2014,USD,CALL,MSFT,40.189999,180,38,22/05/2015
27/05/2014,USD,PUT,AAPL,89.375717,460,86,25/08/2014
27/05/2014,USD,PUT,CHK,26.79281,730,26,25/08/2014
27/05/2014,USD,CALL,BA,134.169998,50,139,23/11/2014
27/05/2014,USD,CALL,BA,134.169998,320,131,25/08/2014
28/05/2014,USD,PUT,AAPL,89.144287,640,90,24/11/2014
28/05/2014,USD,PUT,AAPL,89.144287,170,93,23/05/2015
28/05/2014,USD,CALL,BA,134.330002,550,138,24/11/2014
28/05/2014,USD,CALL,CHK,26.877956,700,26,24/11/2014
28/05/2014,USD,CALL,FB,63.509998,160,61,23/05/2015
29/05/2014,USD,CALL,XRX,32.411068,70,32,27/08/2014
29/05/2014,USD,PUT,AMZN,313.779999,990,328,24/05/2015
29/05/2014,USD,CALL,AMZN,313.779999,450,304,25/11/2014
29/05/2014,USD,PUT,AAPL,90.76857,850,87,27/08/2014
29/05/2014,USD,PUT,AMZN,313.779999,950,321,27/08/2014
29/05/2014,USD,CALL,FB,63.830002,530,66,25/11/2014
30/05/2014,USD,PUT,MSFT,40.939999,300,41,28/08/2014
30/05/2014,USD,CALL,MSFT,40.939999,190,41,25/05/2015
30/05/2014,USD,PUT,AAPL,90.428574,520,86,28/08/2014
30/05/2014,USD,PUT,MSFT,40.939999,990,41,25/05/2015
30/05/2014,USD,PUT,AMZN,312.549988,920,310,26/11/2014
02/06/2014,USD,CALL,FB,63.080002,480,61,28/05/2015
02/06/2014,USD,CALL,FB,63.080002,760,65,28/05/2015
03/06/2014,USD,PUT,AMZN,307.190002,760,303,30/11/2014
03/06/2014,USD,PUT,CHK,27.672659,140,26,30/11/2014
04/06/2014,USD,CALL,AAPL,92.117142,100,89,01/12/2014
05/06/2014,USD,CALL,AMZN,323.570007,650,308,03/09/2014
05/06/2014,USD,CALL,AMZN,323.570007,290,323,03/09/2014
05/06/2014,USD,CALL,XRX,32.700924,770,33,02/12/2014
05/06/2014,USD,PUT,FB,63.189999,270,63,31/05/2015
05/06/2014,USD,PUT,CHK,28.259224,740,29,02/12/2014
05/06/2014,USD,CALL,AMZN,323.570007,260,313,03/09/2014
05/06/2014,USD,CALL,MSFT,41.209999,940,39,02/12/2014
05/06/2014,USD,CALL,XRX,32.700924,960,32,31/05/2015
06/06/2014,USD,CALL,AMZN,329.670013,900,321,04/09/2014
06/06/2014,USD,PUT,BA,138.25,540,139,03/12/2014
06/06/2014,USD,PUT,XRX,33.860344,860,33,03/12/2014
06/06/2014,USD,PUT,FB,62.5,300,63,04/09/2014
06/06/2014,USD,CALL,XRX,33.860344,810,34,01/06/2015
06/06/2014,USD,PUT,AAPL,92.224289,140,95,01/06/2015
06/06/2014,USD,CALL,XRX,33.860344,690,32,01/06/2015
06/06/2014,USD,PUT,CHK,28.117313,450,27,04/09/2014
06/06/2014,USD,PUT,AMZN,329.670013,650,318,04/09/2014
09/06/2014,USD,CALL,XRX,34.044796,720,35,04/06/2015
09/06/2014,USD,CALL,AMZN,327.5,800,319,04/06/2015
09/06/2014,USD,CALL,AAPL,93.699997,370,93,06/12/2014
09/06/2014,USD,CALL,CHK,27.984863,980,28,04/06/2015
09/06/2014,USD,CALL,AMZN,327.5,620,331,07/09/2014
10/06/2014,USD,PUT,AAPL,94.25,690,96,05/06/2015
10/06/2014,USD,CALL,XRX,33.833992,870,34,08/09/2014
10/06/2014,USD,CALL,FB,65.769997,860,66,05/06/2015
10/06/2014,USD,PUT,BA,137.25,260,134,05/06/2015
10/06/2014,USD,PUT,FB,65.769997,440,66,05/06/2015
10/06/2014,USD,CALL,MSFT,41.110001,340,42,05/06/2015
10/06/2014,USD,PUT,BA,137.25,400,136,08/09/2014
10/06/2014,USD,PUT,XRX,33.833992,70,33,08/09/2014
11/06/2014,USD,CALL,BA,134.100006,70,127,06/06/2015
11/06/2014,USD,PUT,BA,134.100006,850,133,09/09/2014
11/06/2014,USD,CALL,FB,65.779999,510,67,09/09/2014
12/06/2014,USD,CALL,CHK,28.845791,120,27,07/06/2015
13/06/2014,USD,CALL,MSFT,41.23,540,41,10/12/2014
16/06/2014,USD,PUT,XRX,33.09618,60,34,13/12/2014
16/06/2014,USD,CALL,XRX,33.09618,240,33,14/09/2014
16/06/2014,USD,CALL,MSFT,41.5,570,41,13/12/2014
16/06/2014,USD,CALL,FB,64.190002,960,64,11/06/2015
16/06/2014,USD,PUT,CHK,28.807947,630,28,14/09/2014
17/06/2014,USD,CALL,CHK,28.902554,910,28,12/06/2015
17/06/2014,USD,CALL,CHK,28.902554,800,28,15/09/2014
17/06/2014,USD,PUT,AMZN,325.619995,0,338,14/12/2014
17/06/2014,USD,PUT,XRX,33.623188,610,32,12/06/2015
17/06/2014,USD,CALL,AAPL,92.080002,510,95,14/12/2014
18/06/2014,USD,PUT,CHK,29.044466,970,27,16/09/2014
18/06/2014,USD,CALL,XRX,33.517788,210,34,16/09/2014
20/06/2014,USD,PUT,XRX,32.54282,700,31,15/06/2015
20/06/2014,USD,PUT,XRX,32.54282,300,32,15/06/2015
20/06/2014,USD,PUT,MSFT,41.68,380,42,15/06/2015
20/06/2014,USD,CALL,FB,64.5,700,66,18/09/2014
25/06/2014,USD,CALL,XRX,33.333332,740,33,20/06/2015
25/06/2014,USD,PUT,BA,127.059998,950,123,23/09/2014
25/06/2014,USD,PUT,MSFT,42.029999,470,43,22/12/2014
25/06/2014,USD,PUT,AMZN,327.440002,730,317,22/12/2014
25/06/2014,USD,CALL,AMZN,327.440002,380,340,20/06/2015
26/06/2014,USD,CALL,AMZN,325.690002,330,341,24/09/2014
26/06/2014,USD,PUT,MSFT,41.720001,940,41,21/06/2015
26/06/2014,USD,CALL,AMZN,325.690002,790,314,21/06/2015
26/06/2014,USD,PUT,XRX,32.516468,730,32,23/12/2014
26/06/2014,USD,CALL,CHK,28.874172,350,27,23/12/2014
26/06/2014,USD,CALL,MSFT,41.720001,640,43,21/06/2015
26/06/2014,USD,PUT,AAPL,90.900002,550,87,21/06/2015
26/06/2014,USD,CALL,XRX,32.516468,670,34,21/06/2015
30/06/2014,USD,CALL,CHK,29.403973,130,28,27/12/2014
30/06/2014,USD,PUT,XRX,32.779972,380,33,28/09/2014
30/06/2014,USD,CALL,AAPL,92.93,570,91,28/09/2014
30/06/2014,USD,PUT,AAPL,92.93,330,95,25/06/2015
30/06/2014,USD,CALL,AMZN,324.779999,590,328,27/12/2014
30/06/2014,USD,PUT,BA,127.230003,440,130,28/09/2014
30/06/2014,USD,PUT,CHK,29.403973,450,29,27/12/2014
30/06/2014,USD,CALL,MSFT,41.700001,700,40,25/06/2015
01/07/2014,USD,PUT,FB,68.059998,20,71,26/06/2015
01/07/2014,USD,CALL,FB,68.059998,910,69,29/09/2014
01/07/2014,USD,PUT,CHK,29.24,310,27,26/06/2015
